site_name,sample_id,lat,lon,altitude_masl,period,period_from,period_to,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,material_dated,lab_id,sex,age_category,age_min,age_max,sample_type,tissue,element,tissue_age,tissue_age_min,tissue_age_max,yield_pct,wt_C,wt_N,CN_ratio,d13C,d15N,wt_S,d34S,tissue_carbonate,element_carbonate,tissue_age_carbonate,tissue_age_carbonate_min,tissue_age_carbonate_max,d13C_carbonate,d18O_carbonate,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Quitor 5,Scaffidi and Knudson (2020): QT5-7,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-7,M,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70766,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-8,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-8,M,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,,,0.70774,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-9,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-9,M,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70788,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-10,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-10,M,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70812,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-11,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-11,M,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70837,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-12,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-12,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70753,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-13,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-13,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70776,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-14,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-14,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM1,Infant-1/Infant-2,0.4,3.5,,,0.70782,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-15,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-15,F,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.70769,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-16,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-16,F,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.70771,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-17,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-17,F,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70776,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-18,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-18,F,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70778,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-19,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-19,F,Old Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.70789,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-20,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-20,M,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.70767,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-21,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-21,M,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70774,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-22,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-22,M,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.7079,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-23,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-23,M,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70791,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-24,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-24,und,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.70755,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-25,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-25,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.70777,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-26,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-26,und,Middle Adult,35,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70789,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-27,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-27,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.7098,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-28,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-28,F,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM3,Child-2/Adolescent-1,8.5,14.0,,,0.70772,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Scaffidi and Knudson (2020): QT5-29,-22.898056,-68.205556,2462.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): QT5-29,F,Young Adult,20,25.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM3,Child-2/Adolescent-1,8.5,14.0,,,0.70922,Knudson and Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0912,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1851,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.1,-3.7,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0913,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1855,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,-2.5,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0915,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1862,und,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand LPm1,Infant-2/Child 1,2.5,6.0,-8.0,-2.6,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0922,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1846,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-8.3,-3.2,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0931,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1856,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,-7.9,-3.1,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0940,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1853,F,Middle Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,-7.8,-2.3,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0943,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1861,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.2,-1.2,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0960,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1860,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-10.2,-1.3,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0978,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1854,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RPm1,Infant-2/Child 1,2.5,6.0,-6.5,-2.6,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-0998,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1857,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,-11.1,-3.2,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-1018,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1859,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,-6.0,-5.0,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-1039,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1845,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,-9.6,-8.9,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-1096,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1858,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RPm2,Infant-2/Child-1,3.5,6.5,-7.7,-5.0,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-1191,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1852,M,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-6.6,-4.3,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-3269,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1863,M,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand LM1,Infant-1/Infant-2,0.4,3.5,-3.5,-3.2,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-4837,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1848,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,-8.4,-3.1,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-4839,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1850,M,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,-8.8,-7.1,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,SO3-4841,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,ACL-1849,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm2,Infant-2/Child-1,3.5,6.5,-7.6,-3.6,,Knudson et al. (2015),DOI: 10.1002/ajpa.22694,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-1,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-1,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70808,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-2,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-2,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70809,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-3,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-3,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70812,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-4,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-4,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70816,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-5,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-5,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70827,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-6,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-6,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70861,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-7,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-7,M,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70907,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-8,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-8,M,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.71727,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-9,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-9,und,Subadult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM1,Infant-1/Infant-2,0.4,3.5,-7.8,,0.70827,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-10,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-10,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm2,Infant-2/Child-1,3.5,6.5,,,0.70786,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-11,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-11,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70788,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-12,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-12,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.70802,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-13,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-13,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.7081,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-14,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-14,F,Young Adult,21,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.70811,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-15,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-15,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RPm2,Infant-2/Child-1,3.5,6.5,,,0.70811,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-16,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-16,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.70813,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-17,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-17,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.70819,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-18,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-18,F,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RPm1,Infant-2/Child 1,2.5,6.0,,,0.70875,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Scaffidi and Knudson (2020): SO3-19,-22.936111,-68.19694,2404.0,Early Middle Horizon (Northern Chile),100.0,750.0,,,,,,,,Scaffidi and Knudson (2020): SO3-19,M,Middle Adult,36,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.70782,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
